"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","significant_logFC1","significant_logFC2","significant_logFC3"
0.0131303327335257,8.78813229823663,0.0733983623812136,0.941830808236835,0.996863708343733,-5.05586089775093,"RIPOR1","Not significant","Not significant","Not significant"
0.0135846552879721,9.38133505637287,0.0732484071796889,0.941949432205535,0.996863708343733,-5.05586768588347,"ABT1","Not significant","Not significant","Not significant"
-0.0172025510620638,7.50916098898003,-0.0731123498153512,0.942057063267107,0.996863708343733,-5.05587383288434,"STMN1","Not significant","Not significant","Not significant"
-0.0126388151647315,6.99336628823554,-0.0729278834240961,0.942202991064529,0.996863708343733,-5.05588214873489,"SLC16A8","Not significant","Not significant","Not significant"
-0.0234148938817222,7.57618796317253,-0.0724762619060069,0.942560268588945,0.996863708343733,-5.05590241944562,"CDC37L1","Not significant","Not significant","Not significant"
0.0133645994447916,8.6455257183993,0.0722992777929955,0.942700283887045,0.996863708343733,-5.05591032892111,"PSMB2","Not significant","Not significant","Not significant"
0.0258473022145002,8.53314245963473,0.0719053580572726,0.943011927411709,0.996863708343733,-5.05592786392045,"FNBP1","Not significant","Not significant","Not significant"
0.0199915953528895,9.46081539432462,0.0718155380646021,0.943082988380226,0.996863708343733,-5.05593184877263,"SNF8","Not significant","Not significant","Not significant"
-0.00989550235973041,9.40524907498475,-0.0717636809956875,0.943124015245376,0.996863708343733,-5.05593414713754,"COPB1","Not significant","Not significant","Not significant"
0.0119998577467348,7.42113251322225,0.0717257441482791,0.943154029187294,0.996863708343733,-5.05593582749104,"THRAP3","Not significant","Not significant","Not significant"
0.0467048925360626,8.94659794614045,0.0717106352932706,0.943165982662884,0.996863708343733,-5.05593649646689,"LAMB3","Not significant","Not significant","Not significant"
0.0271382685830951,8.6798042753106,0.0715612151414294,0.943284198167059,0.996863708343733,-5.0559431047674,"PORCN","Not significant","Not significant","Not significant"
0.0442025883921285,9.2476793362452,0.0712900150707059,0.943498764583521,0.996863708343733,-5.0559550637422,"IL32","Not significant","Not significant","Not significant"
0.0278029004615093,10.1489747454393,0.0712731935637388,0.943512073460694,0.996863708343733,-5.05595580401675,"ANP32E","Not significant","Not significant","Not significant"
-0.0314019493687502,7.88181448763793,-0.0712168387380057,0.943556660515598,0.996863708343733,-5.05595828278617,"AHNAK2","Not significant","Not significant","Not significant"
-0.0206493584130897,8.97544800024341,-0.0712085028560597,0.943563255750298,0.996863708343733,-5.05595864927388,"DYNC1LI1","Not significant","Not significant","Not significant"
-0.0304962520631136,9.7035021086027,-0.071020372821853,0.943712102700293,0.996863708343733,-5.05596690902015,"NUCB1","Not significant","Not significant","Not significant"
-0.0116227570185791,7.51837341200722,-0.0704044763117108,0.944199409207729,0.996863708343733,-5.05599379680775,"NAP1L4","Not significant","Not significant","Not significant"
0.0148943081441337,7.23525319024543,0.0703899770446682,0.944210881505366,0.996863708343733,-5.05599442697209,"PTK2B","Not significant","Not significant","Not significant"
0.0145967688652521,8.09074226231307,0.0703564222678548,0.944237431195893,0.996863708343733,-5.05599588482574,"MLH3","Not significant","Not significant","Not significant"
-0.0185714704238264,9.55894724176499,-0.0701911162328774,0.94436822793733,0.996863708343733,-5.05600305672914,"CHKB","Not significant","Not significant","Not significant"
-0.0360507705772244,7.53182375728048,-0.0701161817673354,0.94442751959301,0.996863708343733,-5.0560063022514,"SLC28A3","Not significant","Not significant","Not significant"
0.0251456881125149,7.75606929451306,0.0700744719320806,0.944460522504584,0.996863708343733,-5.05600810726454,"MLXIPL","Not significant","Not significant","Not significant"
0.020280513662437,10.6036373449394,0.0700175110351266,0.944505592979769,0.996863708343733,-5.0560105705403,"ABCF1","Not significant","Not significant","Not significant"
0.0249138296960044,9.75149420776193,0.0699874536025048,0.944529376084792,0.996863708343733,-5.05601186956778,"HACD2","Not significant","Not significant","Not significant"
-0.0133773665892162,8.24338576328136,-0.0698899597521676,0.944606518969797,0.996863708343733,-5.05601607923687,"PPCS","Not significant","Not significant","Not significant"
0.0243123977772465,7.37598456050928,0.0698223108703916,0.944660047071413,0.996863708343733,-5.05601899678802,"TBC1D2","Not significant","Not significant","Not significant"
-0.016730506967137,8.78693348095321,-0.0697898160144673,0.944685759161956,0.996863708343733,-5.05602039721725,"AP3S2","Not significant","Not significant","Not significant"
-0.0131485107947133,7.45810309721624,-0.0696491064475733,0.944797098615062,0.996863708343733,-5.05602645384973,"NCOA6","Not significant","Not significant","Not significant"
-0.0138257842725426,7.56408921599654,-0.0693470394717961,0.945036119335947,0.996863708343733,-5.05603941459631,"MC1R","Not significant","Not significant","Not significant"
0.0150751629951317,7.5861705613982,0.0690151504452231,0.945298743670202,0.996863708343733,-5.05605358998434,"ATR","Not significant","Not significant","Not significant"
-0.017224300958082,7.38890718446033,-0.0686995698364863,0.945548468836038,0.996863708343733,-5.05606700576477,"EIF3F","Not significant","Not significant","Not significant"
-0.0181583530103728,10.6421980531161,-0.0685497315552414,0.945667040767267,0.996863708343733,-5.05607335408239,"PFDN2","Not significant","Not significant","Not significant"
0.0280067823003292,7.83736121024977,0.0683310693033965,0.945840077592302,0.996863708343733,-5.05608259345395,"ANTKMT","Not significant","Not significant","Not significant"
-0.020858100938631,9.3677590150435,-0.0682675251460453,0.945890363307856,0.996863708343733,-5.05608527291969,"TM9SF1","Not significant","Not significant","Not significant"
0.0178342874330643,7.7616605656939,0.0679514916156361,0.946140459985619,0.996863708343733,-5.0560985620825,"NQO2","Not significant","Not significant","Not significant"
0.0209484103079102,9.74868466216953,0.0678426893825109,0.946226563125711,0.996863708343733,-5.05610312293574,"SLC25A11","Not significant","Not significant","Not significant"
0.0219716238183106,10.830265530213,0.067163315600504,0.946764215801421,0.996863708343733,-5.05613143618751,"ESRP1","Not significant","Not significant","Not significant"
-0.01593358486511,8.82743965966636,-0.0664121992613579,0.947358674351624,0.996863708343733,-5.05616240776368,"ABCC10","Not significant","Not significant","Not significant"
-0.014832234010604,11.4538060443209,-0.0663234062820451,0.947428950092384,0.996863708343733,-5.05616604604351,"POLR2G","Not significant","Not significant","Not significant"
0.00841237340831618,7.55979870061817,0.0662332075502228,0.947500338858058,0.996863708343733,-5.05616973694144,"SLC9A1","Not significant","Not significant","Not significant"
0.0480370833127085,8.70544759965068,0.0660275632316294,0.947663099917613,0.996863708343733,-5.05617813305388,"CCND1","Not significant","Not significant","Not significant"
0.0194079212717486,9.72076298996627,0.0658452273979937,0.94780741493049,0.996863708343733,-5.05618555568822,"SERTAD2","Not significant","Not significant","Not significant"
0.0262803698737173,7.64247593795609,0.0657667823337547,0.947869503109964,0.996863708343733,-5.05618874276283,"SEPTIN11","Not significant","Not significant","Not significant"
-0.0452323647844368,8.40121857697992,-0.0657148423856254,0.947910613038326,0.996863708343733,-5.05619085089473,"FCGR2B","Not significant","Not significant","Not significant"
0.0238226021855464,9.37148744413271,0.0653015328948815,0.948237748306301,0.996863708343733,-5.05620756690379,"SS18L1","Not significant","Not significant","Not significant"
-0.0299897181603393,9.32840766450498,-0.0648556293686442,0.948590691946723,0.996863708343733,-5.05622548291857,"TNFAIP3","Not significant","Not significant","Not significant"
0.0106693845949051,6.80160826528461,0.0648275380931133,0.948612927234714,0.996863708343733,-5.05622660749231,"PPARD","Not significant","Not significant","Not significant"
-0.0148188506726996,7.33301405412589,-0.0647883832739829,0.948643919797524,0.996863708343733,-5.05622817415863,"ABCA1","Not significant","Not significant","Not significant"
0.0264014330740257,9.90830755098173,0.0647247411221634,0.948694295208559,0.996863708343733,-5.0562307185954,"PUS7","Not significant","Not significant","Not significant"
-0.014858689231311,10.0157600964862,-0.0646557411028037,0.948748911834561,0.996863708343733,-5.05623347441716,"TBC1D10B","Not significant","Not significant","Not significant"
0.021473830827636,8.9113689878863,0.0643790842636637,0.948967900696314,0.996863708343733,-5.05624449442271,"CRYBG3","Not significant","Not significant","Not significant"
-0.0157306895564557,8.90410944285301,-0.0643765998078916,0.948969867295632,0.996863708343733,-5.05624459317141,"TARS2","Not significant","Not significant","Not significant"
0.0126478337637065,7.57432892038777,0.0641810157094221,0.949124685129642,0.996863708343733,-5.0562523550215,"CLCN2","Not significant","Not significant","Not significant"
-0.012122064391563,7.59003880675126,-0.064040167461156,0.949236177126464,0.996863708343733,-5.05625793002874,"BAD","Not significant","Not significant","Not significant"
-0.0281782167691158,9.13187187963465,-0.0638924635365436,0.949353097012813,0.996863708343733,-5.0562637632417,"VASP","Not significant","Not significant","Not significant"
-0.0172222846216902,8.38844282166925,-0.0638917967150782,0.949353624859779,0.996863708343733,-5.05626378954569,"B3GAT3","Not significant","Not significant","Not significant"
-0.0209463557064944,9.2689887691877,-0.0637716710897734,0.949448715075496,0.996863708343733,-5.05626852364114,"COX20","Not significant","Not significant","Not significant"
0.010690498632073,6.78636794979411,0.063467562860216,0.949689447366883,0.996863708343733,-5.05628046859045,"MYBPH","Not significant","Not significant","Not significant"
0.0207463550919698,9.70550049009682,0.0633372354452746,0.94979261609819,0.996863708343733,-5.0562855701969,"THYN1","Not significant","Not significant","Not significant"
-0.0210607578839218,9.61658512619568,-0.0633237403380288,0.949803299035366,0.996863708343733,-5.05628609785764,"TMEM184B","Not significant","Not significant","Not significant"
0.0102031466046841,7.13624802336376,0.0627782898694665,0.950235093922794,0.996863708343733,-5.05630733096275,"APOC2","Not significant","Not significant","Not significant"
0.016439321277997,10.6528888409638,0.0624668307210266,0.95048166108483,0.996863708343733,-5.05631937296717,"UBP1","Not significant","Not significant","Not significant"
-0.0135929425988116,9.58736095912064,-0.0622990445084627,0.95061449136004,0.996863708343733,-5.05632583530098,"HNRNPDL","Not significant","Not significant","Not significant"
0.0194104512494025,8.27298837468584,0.0615762248493264,0.95118673773382,0.996863708343733,-5.05635347623086,"TCAF1","Not significant","Not significant","Not significant"
0.0152993001853745,11.6208383344796,0.0615423646296993,0.951213545044997,0.996863708343733,-5.05635476315263,"CYFIP1","Not significant","Not significant","Not significant"
-0.0144613495812266,8.34616310420794,-0.0608578915812219,0.951755458114788,0.996863708343733,-5.05638062610182,"ECPAS","Not significant","Not significant","Not significant"
-0.0262546421007627,9.34411002530313,-0.0606609086106206,0.951911418359152,0.996863708343733,-5.05638801555473,"S100A10","Not significant","Not significant","Not significant"
0.0180193453830766,8.23535739774346,0.0606386762999258,0.951929020795602,0.996863708343733,-5.05638884805472,"TIMM44","Not significant","Not significant","Not significant"
0.022572168405924,9.72200341532383,0.0606108083143478,0.951951085313065,0.996863708343733,-5.05638989115447,"GALNT1","Not significant","Not significant","Not significant"
0.0519505926147336,9.07645529286465,0.0601149637340675,0.952343677328535,0.996863708343733,-5.05640837049086,"FAM107A","Not significant","Not significant","Not significant"
0.0184575786607062,9.67645991432756,0.0600173829500022,0.952420939718755,0.996863708343733,-5.05641198929919,"ATP5PB","Not significant","Not significant","Not significant"
0.0117310270454116,7.64895696741895,0.0596440714713687,0.952716524078247,0.996863708343733,-5.05642577939668,"PUM3","Not significant","Not significant","Not significant"
-0.0105838832147246,7.73838923942506,-0.0596107077811059,0.952742941448724,0.996863708343733,-5.05642700766128,"APTX","Not significant","Not significant","Not significant"
0.0116623983578092,8.61493727005811,0.0595296757336461,0.952807102848975,0.996863708343733,-5.05642998794741,"TBC1D22A","Not significant","Not significant","Not significant"
-0.0112894080679266,8.0364758663487,-0.0592722864493688,0.95301090649778,0.996863708343733,-5.05643942761101,"JAK1","Not significant","Not significant","Not significant"
0.0223083358440308,8.58945120191901,0.0591614188327237,0.953098693669703,0.996863708343733,-5.05644348104195,"B4GALT4","Not significant","Not significant","Not significant"
0.0104667658711535,6.64806307910776,0.0589297092161717,0.953282167828733,0.996863708343733,-5.05645192807838,"VASH1","Not significant","Not significant","Not significant"
0.00879362049321317,7.3248479360481,0.0586960939029614,0.953467153566954,0.996863708343733,-5.05646041103672,"OSBPL10","Not significant","Not significant","Not significant"
-0.012171791520061,7.7333368885015,-0.0586206959373159,0.953526857178384,0.996863708343733,-5.05646314167064,"MPI","Not significant","Not significant","Not significant"
-0.0177148633163963,9.62801662471076,-0.0585411787616526,0.953589822864191,0.996863708343733,-5.05646601768513,"PIK3C2B","Not significant","Not significant","Not significant"
-0.0103735589360536,6.93759899831041,-0.0585338217759303,0.953595648509449,0.996863708343733,-5.05646628357878,"PEX26","Not significant","Not significant","Not significant"
-0.0256451690886431,11.6327918384568,-0.0584074987729607,0.953695678056217,0.996863708343733,-5.05647084388944,"TXNIP","Not significant","Not significant","Not significant"
0.0159191796635145,7.99262653280883,0.058334301975689,0.953753639678029,0.996863708343733,-5.05647348181555,"PCMTD2","Not significant","Not significant","Not significant"
-0.0166276674885169,7.19505522394565,-0.0582097974937871,0.953852230388711,0.996863708343733,-5.056477961213,"NLK","Not significant","Not significant","Not significant"
-0.0331749193329943,8.87802513720868,-0.0581958346379913,0.953863287127677,0.996863708343733,-5.05647846296912,"ACSL5","Not significant","Not significant","Not significant"
-0.00974400427989883,13.7185663547475,-0.0581692258278258,0.953884357818938,0.996863708343733,-5.05647941882524,"GAPDH","Not significant","Not significant","Not significant"
-0.017111327077843,6.4672667206093,-0.0579487881368299,0.954058916869602,0.996863708343733,-5.0564873206997,"MITF","Not significant","Not significant","Not significant"
-0.0151168266378611,8.7326683037908,-0.0578987659208264,0.95409852851943,0.996863708343733,-5.05648910963524,"NMT1","Not significant","Not significant","Not significant"
-0.0126850674519972,7.84478465852636,-0.057739245677611,0.954224850376354,0.996863708343733,-5.05649480421245,"PDCD6","Not significant","Not significant","Not significant"
0.0152598215675972,9.28420900829215,0.0575195812429948,0.954398801527897,0.996863708343733,-5.05650262011829,"MSL2","Not significant","Not significant","Not significant"
0.0155272606578536,9.33315812985875,0.0572865408611352,0.954583347482642,0.996863708343733,-5.05651087939425,"CCDC51","Not significant","Not significant","Not significant"
0.0200004397261398,7.35410493827987,0.0571869873089538,0.954662185254987,0.996863708343733,-5.05651439749153,"CD27","Not significant","Not significant","Not significant"
0.00767307084300083,7.49222228547475,0.0570154662052818,0.954798016158383,0.996863708343733,-5.05652044448127,"RABGEF1","Not significant","Not significant","Not significant"
-0.0128863202781385,11.2101942878913,-0.0570100199396705,0.954802329184506,0.996863708343733,-5.05652063619231,"DPM1","Not significant","Not significant","Not significant"
-0.0105400539250077,7.51481436652324,-0.0567380567887085,0.95501770495477,0.996863708343733,-5.05653018613418,"TLK2","Not significant","Not significant","Not significant"
0.0139190853719368,9.17330978795003,0.0564845200857543,0.955218491331863,0.996863708343733,-5.05653904791281,"MYCBP2","Not significant","Not significant","Not significant"
-0.0187902630696602,10.7711935864108,-0.0564137093171642,0.955274569883542,0.996863708343733,-5.05654151584785,"RNF44","Not significant","Not significant","Not significant"
